,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49
sample_160,3.8615620948540363,3.8981664409663925,3.5530514583857533,3.832592388214053,2.86820976163872,2.9743677748086474,2.951287572333396,4.084502474081888,4.194212624448408,3.2501180820258666,3.747325379866963,2.0391765476366186,3.4178422252517997,4.6057125421244045,4.1709212214861955,3.672335250101856,4.747147590456619,4.013102144322913,4.5053087400356935,3.5999651756093227,2.2750138841676177,1.8782441323859491,4.577967787772306,3.3944151818547548,2.362240943880838,2.829514726438328,2.973626471386037,2.216193484040988,2.406396384960184,1.6373161113829278,4.9474904507586,2.678914769397607,4.0929869539666965,2.5499529379657204,2.88424456099925,3.8007787595230433,4.2976288467708805,3.1078619578303495,3.575490572693989,3.061338384742845,3.216160934694389,3.6616067509300594,1.171471199182728,3.753713770110715,3.8232499232438215,3.872144490854013,4.208454004462648,3.7187263598126057,3.162352734288417,4.400006742257835
sample_161,4.125079571139653,3.2924737987294908,3.4227025943250693,3.1509625488138893,2.2427161347107814,2.523858521377742,4.019179313903952,4.278058533358049,3.03359311464035,2.167271872766156,3.100806169939814,3.274097253199335,3.7603788117441743,3.40037126338804,4.402851417716594,2.586891186332802,3.0356043648903404,3.23948580875061,3.046420058704639,3.334732361605019,2.9658948746564002,3.7202747579000435,3.221659489081988,3.862659217793841,3.563889430026898,3.189595569793701,2.3488753378998335,2.6226435312288148,3.362083230364837,3.70499281102204,2.1108115740065982,2.626735187168023,3.1275929017167567,2.7754271799595074,2.009706550718498,4.28213586312975,2.83066270794955,3.0799640711924097,3.6752032501742735,3.384836651211452,3.468260429400045,3.816816680173904,4.243116461751359,3.7992215995204663,2.8339174858131835,3.8036414269738406,2.2043752669393974,4.218240062311472,2.7549000442501725,3.485840560588169
sample_162,-2.0045554504744003,-1.5748302681545283,-0.7852699530740086,-1.9615991721548822,0.5830117385039447,-0.9375975936581848,-1.6116590151409957,-0.8599526160986128,-1.693831992036455,0.4121797286559836,-1.648864837274903,0.8861040602253064,-1.9693664383508547,-1.7222644795847406,-0.1693107344335506,-0.7147080875133396,-1.7024177372178189,-0.8679579832405242,-1.1128170781621196,-0.37671476796241854,0.7539812986842422,-0.4804602749348402,-1.7871701378186824,-0.9571080833460803,-0.028054521736351146,0.4537064133313202,0.6800678837378644,0.6875386725576391,0.3695251225983316,0.6770091298181006,-0.9097185223425169,0.6019440981608528,-1.614160788173506,0.4643429012026008,0.5428759965701975,-1.6240928465431206,-1.149247723576985,-0.4250031211472476,-0.9978448973455198,-1.2803575835611576,-1.227613096849913,-1.7813401882844544,1.0773472090258007,-1.6806554981125366,-0.9227552944337858,-1.1207476573480823,-0.9509977741638909,-0.4200567058588771,1.3032383294511465,-1.1837060392317538
sample_163,1.013841205564978,1.4327894321438597,1.4685212542944501,1.752472346406327,1.7887584768351161,1.519773681630768,1.2746126097475714,1.0456082489592453,1.8214282736387601,1.5343389243674574,1.016975661905578,0.8978987650292949,1.951161089079501,1.3976504319880734,1.4325695634053863,1.0170188143466987,1.527965446600236,2.217371462231892,2.19447946744807,1.6098115589287665,0.5993189204272067,0.7509550832304034,1.921639938516309,1.684806950255956,0.2866389415588566,1.8716982802160185,3.1295064741245557,1.3022392468355268,0.5651625945769299,0.7957131306417791,2.0165158489587145,1.4837450718918432,1.434327928765312,1.4340155714593528,1.2083015414932585,1.2376438448951372,1.7659857801547814,0.8220002265067958,0.46334714123641496,1.1615512744179655,1.5065801606135398,1.222306245775863,0.5414558708886166,1.5355083431319798,1.8447853734678905,1.7398506449852447,0.19496624099049398,0.714929130472095,0.5464131035006764,1.2601984433925997
sample_164,0.8609136369947312,0.6900866986171894,0.31172084587528304,0.01675642263834698,0.43408414682975005,0.35956968869742656,0.6418851131774387,1.4450313617897819,0.9167895668998979,0.7395432937997239,1.1708354129525311,0.47047423270932864,0.5750544017993161,0.12818168802751864,0.5119910530132519,0.3687805628198939,0.84388800617531,0.5902167086421468,1.6017921119843017,0.8972322980155366,3.6459042282361467,1.3598705944934433,0.10654149777005983,-0.4320422499795855,1.7634512328165113,0.8666125920614272,0.04038354143441242,1.1036714918282142,3.4436924223859675,1.0538083683399164,0.8011778919269585,0.6049416224733352,0.7211329564748107,0.6452905668963207,0.3163430168046998,0.7110360053549524,0.8597410470851397,0.043581058201270784,0.13252294656044808,0.9047308663630236,0.39577926310932227,1.2841054351358763,1.1786603376999878,1.011553247675659,1.3742949736891414,0.43774339167820114,0.2512185712440798,0.4424060836160506,0.4864647034388859,0.332855286623955
sample_165,0.6509117375749688,1.3518153896733343,0.4095375310547241,1.89802790045527,2.8835858545693434,0.5079698295405393,1.5555667010608705,-0.34708201822388807,1.5086843410679798,3.030835359795051,0.9940667183996528,2.103471967989386,0.7216122966443163,0.3860739067950081,1.0565531875964749,1.6966045793525348,2.175059512957046,0.5372455816525752,1.088884700467694,0.9055568732261313,0.33166656478331485,-0.7098987667339834,1.0452196101979954,0.7917746369035525,0.03247471581337902,1.737289387881881,2.9363481818628534,0.7140405440145852,0.38924589502015977,-0.6682944485788587,1.548981932925165,2.55861676861276,1.4648802016258342,1.9259838189562162,3.412931870400013,0.5309754877051505,1.6277859453015875,0.8126479573505451,0.8241266847117575,0.5255439548110666,1.2833165583238808,1.0596617316079049,-1.3365967945615993,0.9521550938640916,1.026251571246929,0.9572179949788711,1.1486515885559505,0.2799514154857883,0.8924813977357652,1.296798661030381
sample_166,-0.28369288693237515,-0.2983485676741423,-0.517162328302054,0.5572751058377524,1.2300537593485341,0.6531663681038288,-0.661177178943555,-0.23358978085441406,0.43174363610374666,0.731274220820371,0.4136471591303794,0.9163451687559785,-0.14357084155093747,-2.561538484299635,0.8952759613173267,0.27426578601591267,-0.016063901820870696,-0.02865077960520701,0.2601517138111269,-1.2082405092162638,0.8644460457497896,0.8878704048776815,-1.079566326963874,-0.7996215608016362,1.0186991301257562,0.4541724586531738,1.1196509270093935,0.9905178176201191,1.0853777846527395,0.3850050639311985,1.204817391947551,0.7703584953726517,0.25361744258583463,0.89666883265954,0.48824745187267155,-0.429470003372652,0.6553768398157207,0.22928511408281196,0.4534523474608253,0.7011801787400693,0.49214188131625414,-0.8623235754347874,1.1625898003131026,-0.44766944849781676,1.1926319814890947,-0.5972242962918579,0.43198387858188436,0.9474170917709381,1.7008122525500802,-0.8884972953814759
sample_167,1.5692166754854588,0.7688030865054403,1.2870475185336536,2.0400316388834407,-0.030730531129132765,0.6104327094751235,0.8088008643421638,1.068272361972179,1.849671279114269,0.7254800105665784,1.1013205609029728,0.25584163376107516,1.5566940458415366,0.9617278356966382,1.0370642848276894,0.8777125511379582,1.576630064343002,1.8930215060008229,1.0236595843178944,1.2745190162920017,1.8621242043220538,1.4563169995933856,0.9119829274733008,1.2273399849765254,1.4947877516644943,0.22345666887880297,0.04456005903075819,0.09486152787002741,1.774121217145939,0.8745567649135705,1.8204033700722309,0.08043178163889708,1.8670478022964985,0.037336360826278225,-0.3048437441450877,1.400744738795687,1.7604940139984713,1.9440950905334997,1.2170267630240303,0.9946777152131507,1.807999342416525,0.9307048021140543,0.7516527802650907,1.3605733893734027,1.7288990455710465,1.4866834756257086,0.7540458095691528,1.4199488120019181,0.17513165953986665,1.4387400555501657
sample_168,5.866669972706004,3.7722629473403972,3.714321215524368,4.34900726936781,1.2831888505614686,3.6771829253962807,4.604295499003434,3.4066609678899265,4.019153102881095,1.6609712809899149,3.8388292183269317,3.334770304440328,5.0790939405919335,3.815308171582487,3.677161425810662,2.9729821986366542,3.201163616588224,2.9879039933710407,4.397373486470069,4.054485049530041,0.34448803017257773,0.23798664980750267,3.5751515970567453,3.0447757371703776,-0.09162598565784574,2.0235934125674233,0.9490394466967516,1.8944575025183759,0.683040857954209,0.8730088138452816,3.0579841869519058,1.7484702825683458,2.1607892785283593,2.322353958577138,1.4670998864994855,4.071989522144876,3.0817799023074057,4.24973983972056,3.455405050586801,3.721390197104501,3.3479460591579073,4.775333572674049,1.2204659738742112,4.390034386863754,3.5092808696151816,3.8650640353047097,3.096412156950446,3.520131873174952,1.5328905184469044,3.557858233709361
sample_169,2.4955602653602655,2.664500057867433,2.750229662534693,2.5726593898600116,2.9718576897539273,2.0149609889861613,3.013457726938793,3.332787872730478,2.7112120665942974,3.223727134171076,2.4365391537690333,3.729378174111797,3.7251935722566887,3.9787798315398675,2.8634194111172513,2.8972817290920236,2.597592972879252,2.8837924208770387,2.964666677479968,2.8788142684334104,3.725238332521945,3.4718511422656904,2.821849394955247,2.5366793030489294,3.2457286219879595,3.8521479795566114,3.6482365400193766,3.9181968210987788,3.874718904810592,3.4419999919974944,2.772756428153679,3.354574670330195,1.6357354934766835,3.480692321307749,1.95092581187749,1.9056775028254251,2.60183364481097,2.3271616928351184,2.329037863000934,2.866345133812254,2.5155902442235636,3.385510033954862,3.389469102797631,2.8184730365358193,2.4467913049499654,2.90126056543766,2.8299616449008895,2.3990926778257085,4.559453743076883,2.603522398652903
sample_170,1.051185620083734,0.8528844656185133,-0.017600512277158642,0.9802030524046678,1.3747123928892113,1.1907432760401107,1.214143148838932,-0.6317597971921485,0.9668975143876974,2.0178163860043234,0.6210860111236929,0.38578332673463633,0.29883737039084685,0.6583459858613696,-0.8037481906805793,1.048131668600257,1.152680328708013,0.5751509734581508,0.6836520356396143,1.1987200750646165,0.11676127884411874,-0.8788392948502943,0.6667404019575479,-0.014776989857900213,-0.4457211357877532,1.027440134305445,1.3182482727635774,0.10452966369169525,0.16399031303772293,-0.05375700064874531,1.3880097585246784,1.0715500440157268,2.0090974104375032,0.788950286163635,0.7003867617051678,0.8431979085651534,0.8912043206063068,-0.1994264681709908,-0.21996484758093,0.13845729965491954,0.6756134497880694,1.2040985232297516,-0.2735981471736033,0.36666443325799836,0.750509487172459,0.2056279114058332,1.0499156890835002,-0.11020991523436686,-0.3708289535612027,0.276066506957309
sample_171,2.5026589665242787,2.774035784365987,2.8145777701973973,2.537303702579252,2.7953216605318363,3.4992619404995877,4.069161375597204,3.418598662092539,3.0066058480369566,3.220090141236481,2.5439075452435693,2.6854007753767313,2.9722388049093498,2.1150897408366434,4.463671039792515,3.331247838728748,2.9147805241105096,3.4737342524948325,2.6122662582906035,2.88131052184595,4.56108142858008,4.82029152541693,1.6021127642257103,2.489687025845585,4.564172942695478,2.9034408725105765,2.612025413346895,3.3699852763095577,4.910645661859257,4.1902412542088205,3.3794622792857725,2.890742656436054,3.074512890862787,2.782192646511561,2.6767528810130092,3.491577047075202,3.315719343545842,2.786124292730892,2.926243831281078,3.2518660603836667,3.891921215369689,3.031079733060474,4.034664004761487,3.153018954278503,3.1059498817863327,2.2898002650895073,4.7261544552726775,3.8828553943975352,3.0129338841968942,1.1353888019455403
sample_172,2.0577016872934104,3.636209999970748,2.3787927063832153,2.888166616948732,2.2144059591027823,4.347702989179019,2.8987972950311973,1.6730545925566571,2.768578484153399,2.5189660586964155,3.3487379664243346,1.984139406128086,2.6000116366808896,3.3597638132425613,2.641393278265913,2.3051859140224984,2.436145601894522,2.211484888608154,2.274063664074345,3.4731418364034856,2.6093002302119137,2.7726209120710865,3.2564071618565134,4.385603526496633,2.728989426481521,1.7915166022707012,2.9484547819982905,2.5677255724247976,2.3574741312942007,2.6571226065266065,3.2118747485351644,2.281973523481567,2.681535361564015,2.489096464929332,2.1879517456478297,2.5538321567505706,2.6387540833707726,1.3651943142378111,1.4272471987313846,2.625743175289677,3.4995129845167647,2.990837548238833,2.909371652566933,2.7777585101402478,2.63271868912425,2.0502432979292466,2.881100745642529,1.7719816858727762,2.550212375938277,3.2174552935287744
sample_173,-0.45055450519685886,-1.2949953324530514,-0.6229344571003178,0.1312466104738887,2.0254392552861002,-0.9207857801078336,0.8551293920431451,0.6676040274459651,-0.3682249906351845,1.7219958103453747,-0.6887221441451611,1.175952888921446,-0.2655586145108186,-0.276971384570151,0.36100133356784814,0.9151741799956863,1.0002614949940098,0.48929795794342434,0.03392965787933816,-1.3565919839489133,1.7940854059721878,2.238050164729013,-0.3680145958882123,-1.7853763815711692,2.2918182605393476,1.6777650798858628,2.8212392275424083,1.8172670618261195,1.5570475355368711,2.1037072760249176,-0.12574476925756115,2.290764108010093,0.9110366897213326,1.348985323503741,2.983153797339961,0.03437450164019379,-0.028504962801846778,-0.6118284802079259,-0.14198516273447387,-0.6666677284910225,0.9409570955309028,0.3700572135316413,1.5329109434479515,-0.45845840892064765,-0.350127187591115,-0.5092615511558676,0.9000424295722602,0.19399008845664234,2.4923211808451153,-0.8326595329632578
sample_174,2.6042107187870824,2.503578859937577,3.0207233393488067,2.2164448163167654,2.026302283990551,1.6725047454322737,2.425026353831166,3.0755558137141086,1.835605372291142,1.982597548470531,1.96485535474485,1.4805849344541648,1.5453938862127954,2.5084972855524224,2.687642510770018,1.7827736100499043,1.7901638026904407,1.7466186085949835,2.0363243284494317,3.908019446744873,1.7481360916658448,2.907173359095088,2.528719096699915,2.381210616049882,2.0307098649763398,1.8617937635922885,1.8179935123354938,2.618540916105263,2.231502005517945,2.4330734021746285,1.8707525721049767,2.6850764243046776,0.8741658561302285,2.1086538640640846,2.4340210534831215,0.8005145814472139,1.6770034804622553,3.1731318978946077,3.3976955577303167,1.975619715329286,1.4503542879004028,1.5230606480157087,2.518830656822681,1.1392413574248517,1.4809888931053226,3.780179128899318,1.728940035548342,2.7673926442753114,3.088368397292899,3.619917681936084
sample_175,3.2526384530570374,5.161065054539785,5.126670410812438,5.917978118725379,2.844626158184172,5.234011589494995,3.573979049922481,3.726168233412841,5.30914007527206,3.507546990038235,5.619626625630493,2.9742771894635904,4.315613402784844,5.497440043771633,4.214847600761848,3.871289733232527,4.246170056202236,4.524770078253564,5.056032938070402,4.752295470150441,2.178836492915128,1.8242953536943682,5.306181712421435,5.848072330507687,2.888978156597329,2.762695011147424,2.9139858340079514,3.347487032216387,2.3050121196238766,2.641404815000815,5.101413861466309,2.8000777115025355,4.072729673802026,2.856600369829063,3.3771164865054395,4.367770699102034,4.9389378889370175,2.4442420017495197,4.235789605873729,4.982429072722005,4.926025790387504,4.216422369459497,3.092097633256217,4.632049853861687,4.5334187072091785,4.562895038794448,3.4793578347693894,4.687693613185113,3.757057943988433,5.464431594469815
sample_176,3.9554967340177383,3.614056104861589,3.8696266525336847,3.1522576241601428,2.5482193667648962,2.7662194262946858,3.2440188691930114,4.6969706303372245,3.3639978330549463,1.9018301372902715,3.32088894858014,1.6475295300084065,4.143530770926478,3.444858287461923,4.585334321837384,3.475824755659218,4.649378511853711,4.120148048679072,2.5721870737660995,4.275835821745517,1.4408091007043535,0.656292504194235,3.9200541588353017,3.2543783119365233,1.1279618961783584,1.9507092814876645,2.2578491530196767,1.0764320609193536,1.823614453922773,0.8661241694516251,2.564077703251054,2.2616821119506505,4.201686015940969,2.0007212086470614,1.83306917287789,4.089675795860496,4.402749934272065,2.999961041468112,4.11609555160728,3.2231573559947364,4.166215274651757,3.719371541476588,0.0871884444026304,3.7541155659542613,3.3177298390085257,3.7294436807233504,3.6062542272962457,4.923031703620813,0.750001582355206,4.7843009859104235
sample_177,0.20529645830371002,0.03284582226399646,0.879766432482654,0.019935817623503382,0.9013226790230058,-0.4356939217503794,-0.348559519339183,1.346994042076532,-0.10443803748660255,1.3485345931551134,-0.4850132968466443,1.0857125522200186,-1.5450084552849255,0.20760858155273695,1.450734587321107,0.8361323659067704,-0.12681505915207525,-0.4502522364065852,0.1426839356685863,1.456266894062427,1.5686880441773947,1.700317980584974,0.19051266918222903,-0.6920724291172767,1.6507319876192592,1.7456462688331926,1.0856590326756297,0.8072618071552331,1.7016327570621939,1.1355564235838131,-0.26160206297992417,1.4048940341434983,1.8229734458965248,1.0810761263991626,1.6785339489216518,-0.8461779880056908,-0.31438791643138336,1.2073627808574787,0.8616378879085608,-1.2947866690778325,-0.6042951402350937,-0.7525484700728066,1.2273016496294133,-1.1411000224648076,-0.5675946942844446,0.7500166663598364,0.33372548903720634,1.1209398317563057,0.09318997002719442,0.09689892030604623
sample_178,6.28598805823158,6.013521690593976,5.835396480441223,5.051329280676891,3.346885307601554,5.910616365928013,6.671325686452141,5.357465301619184,5.039872846019139,3.2171560238457166,6.285619495024944,3.4257796706563823,6.367602862458185,6.876039348881455,5.0843403365726925,4.043269829555624,4.060016382766343,4.116738306628367,5.578809340279843,6.127868874229593,3.976712547773473,3.29346744488553,6.835924380236703,6.070064991298926,3.7135319664659936,3.5402207249552244,3.9843061519226293,2.94545870581412,3.3034103051055403,3.261445967060401,4.26932325503775,3.508534372130755,4.689417714603022,3.62374978735341,3.7189474666067524,6.840007875875797,4.571847017263089,5.33718516679229,5.378306452771278,6.1650814145519215,4.048218627350771,6.433731362115565,3.5304734141845557,6.375512936252803,4.878551597539268,5.549259982016882,3.5040521843455457,4.908483098471716,3.6251227391241083,6.453521821408883
sample_179,6.222781218969316,6.804123066754781,6.911823189091993,7.345823830639346,4.632268783725252,6.968404888398482,6.800969033003119,5.677100484503534,7.17033712682709,4.979719783635902,6.853633359698298,5.993750936966593,5.956555629797328,6.240125709565087,6.36097742547851,5.719742658337709,6.413735591349723,6.002936505754661,7.650286576018679,6.9288289743567475,6.63719147959747,6.898923005142587,6.066944683800405,6.127396580483447,7.400070321109152,4.6543238092283215,4.942639563213349,6.233837046481969,6.644332998682182,6.7546728900424755,6.927704170986928,6.108532153453511,5.853049984536125,5.544151943850761,6.085801756987316,6.595152292433995,6.8447587274036295,6.679250294440444,6.418852388736103,7.170961735135594,6.854415958248464,6.881783093659088,7.0575674055605155,6.910348175185995,7.487290506269698,6.762228948995521,5.191180725790005,6.124626852931788,7.264374426955668,6.080529024099586
